generation,hp,attack,defense,speed,special_attack,special_defense,base_stat_total,num_types,num_weaknesses,num_evolutions,is_non_evolving,is_dragon_type,is_psychic_type,is_fairy_type,is_fire_type,is_electric_type,is_legendary
0.375,0.2326530612244898,0.7741935483870968,0.1555555555555555,0.3419354838709677,0.1418439716312056,0.0476190476190476,0.3465346534653465,0.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.2571428571428572,0.4387096774193548,0.3022222222222222,0.7483870967741936,0.8297872340425532,0.2523809523809524,0.7227722772277227,1.0,0.4444444444444445,0.5,0.0,1.0,0.0,0.0,0.0,0.0,False
0.25,0.1428571428571428,0.2580645161290322,0.1333333333333333,0.0967741935483871,0.0709219858156028,0.0476190476190476,0.0396039603960395,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.163265306122449,0.4516129032258065,0.2888888888888889,0.2774193548387097,0.1773049645390071,0.2380952380952381,0.3425742574257426,1.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.3183673469387755,0.535483870967742,0.6888888888888889,0.535483870967742,0.5531914893617021,0.3238095238095239,0.8415841584158414,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.1836734693877551,0.5806451612903226,0.4888888888888889,0.1935483870967742,0.2482269503546099,0.119047619047619,0.4257425742574257,1.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.875,0.326530612244898,0.5483870967741936,0.4222222222222222,0.3225806451612903,0.4964539007092198,0.3333333333333333,0.6534653465346534,1.0,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.2653061224489796,0.5806451612903226,0.2755555555555555,0.503225806451613,0.8156028368794326,0.3571428571428572,0.7227722772277227,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
0.0,0.2244897959183673,0.3225806451612903,0.4888888888888889,0.3548387096774194,0.6382978723404256,0.0952380952380952,0.5148514851485149,0.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.3306122448979592,0.8,0.3777777777777778,0.6645161290322581,0.4397163120567375,0.3333333333333333,0.8019801980198018,1.0,0.7777777777777777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
0.75,0.3673469387755102,0.7741935483870968,0.4222222222222222,0.1935483870967742,0.3191489361702128,0.3095238095238096,0.6435643564356435,0.0,0.2222222222222222,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.3061224489795919,0.6774193548387097,0.3777777777777778,0.4838709677419355,0.2482269503546099,0.3333333333333333,0.6435643564356435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.2040816326530612,0.2580645161290322,0.2888888888888889,0.3225806451612903,0.4609929078014184,0.3095238095238096,0.4257425742574257,0.0,0.2222222222222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False
1.0,0.1265306122448979,0.1935483870967742,0.1777777777777777,0.1612903225806451,0.3404255319148936,0.1476190476190476,0.1683168316831683,1.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.236734693877551,0.4193548387096774,0.3866666666666667,0.2387096774193548,0.2836879432624113,0.5333333333333334,0.5524752475247525,1.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.163265306122449,0.4516129032258065,0.3555555555555555,0.2258064516129032,0.0709219858156028,0.0476190476190476,0.2475247524752474,0.0,0.2222222222222222,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.1020408163265306,0.3548387096774194,0.1733333333333333,0.3225806451612903,0.2127659574468084,0.1619047619047619,0.2237623762376238,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.110204081632653,0.1290322580645161,0.16,0.1290322580645161,0.1063829787234042,0.1,0.0376237623762376,0.0,0.2222222222222222,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.1836734693877551,0.4903225806451613,0.2444444444444444,0.5935483870967743,0.2836879432624113,0.2380952380952381,0.4712871287128713,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.2448979591836735,0.6451612903225806,0.5333333333333333,0.2580645161290322,0.3900709219858156,0.2619047619047619,0.6138613861386137,1.0,0.7777777777777777,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.1714285714285714,0.2258064516129032,0.1911111111111111,0.367741935483871,0.2127659574468084,0.1333333333333333,0.2277227722772276,0.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.875,0.326530612244898,0.7096774193548387,0.3777777777777778,0.4451612903225806,0.2695035460992908,0.2285714285714286,0.6138613861386137,1.0,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.125,0.326530612244898,0.8064516129032259,0.3111111111111111,0.3225806451612903,0.4609929078014184,0.2619047619047619,0.6435643564356435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.1428571428571428,0.2580645161290322,0.2222222222222222,0.3741935483870967,0.2482269503546099,0.1666666666666666,0.2633663366336633,0.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.3673469387755102,0.6129032258064516,0.4222222222222222,0.6129032258064516,0.6382978723404256,0.380952380952381,0.8415841584158414,0.0,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.1428571428571428,0.4193548387096774,0.2577777777777778,0.2709677419354839,0.1418439716312056,0.119047619047619,0.2475247524752474,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.1224489795918367,0.3225806451612903,0.4177777777777778,0.2709677419354839,0.2127659574468084,0.280952380952381,0.3663366336633663,1.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.3224489795918367,0.7741935483870968,0.3777777777777778,0.6193548387096774,0.7446808510638298,0.2857142857142857,0.8415841584158414,1.0,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.1183673469387755,0.3032258064516129,0.1688888888888889,0.3870967741935484,0.3546099290780142,0.1428571428571428,0.2653465346534653,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
0.875,0.2244897959183673,0.3548387096774194,0.3111111111111111,0.3806451612903225,0.7092198581560284,0.480952380952381,0.6336633663366336,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,1.0,0.0,0.0,False
0.25,0.2857142857142857,0.4193548387096774,0.2888888888888889,0.4193548387096774,0.5673758865248227,0.380952380952381,0.6039603960396038,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.625,0.2857142857142857,0.3032258064516129,0.1999999999999999,0.5419354838709678,0.5673758865248227,0.1428571428571428,0.4673267326732673,1.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.3673469387755102,0.4193548387096774,0.2977777777777778,0.6129032258064516,0.3049645390070922,0.2,0.5584158415841585,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.5102040816326531,0.5161290322580645,0.1555555555555555,0.0,0.2127659574468084,0.3095238095238096,0.4257425742574257,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.25,0.2448979591836735,0.7096774193548387,0.2444444444444444,0.3225806451612903,0.7446808510638298,0.1904761904761905,0.5940594059405941,1.0,0.6666666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.2857142857142857,0.5161290322580645,0.4,0.1290322580645161,0.1418439716312056,0.0476190476190476,0.3366336633663366,1.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.1551020408163265,0.2516129032258064,0.1555555555555555,0.464516129032258,0.4326241134751772,0.0952380952380952,0.2871287128712871,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,1.0,0.0,False
0.875,0.1306122448979592,0.1612903225806451,0.1777777777777777,0.2193548387096774,0.3262411347517731,0.1571428571428572,0.1782178217821782,0.0,0.2222222222222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0.125,0.3469387755102041,0.4516129032258065,0.3333333333333333,0.1612903225806451,0.6382978723404256,0.4285714285714286,0.6237623762376237,1.0,0.4444444444444445,0.5,0.0,0.0,1.0,0.0,0.0,0.0,False
0.875,0.326530612244898,0.5483870967741936,0.4222222222222222,0.4516129032258065,0.425531914893617,0.2857142857142857,0.6534653465346534,1.0,0.4444444444444445,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False
0.75,0.5183673469387755,0.8516129032258065,0.4533333333333333,0.5935483870967743,0.7304964539007092,0.3285714285714286,1.0,1.0,0.5555555555555556,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True
0.25,0.236734693877551,0.3870967741935484,0.2666666666666666,0.4838709677419355,0.8156028368794326,0.4523809523809524,0.6792079207920791,1.0,0.4444444444444445,1.0,0.0,0.0,1.0,1.0,0.0,0.0,False
0.75,0.2775510204081633,0.3548387096774194,0.3555555555555555,0.2,0.8865248226950354,0.3380952380952381,0.6138613861386137,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False
1.0,0.3673469387755102,0.5161290322580645,0.4222222222222222,0.8387096774193549,0.8865248226950354,0.4523809523809524,0.9801980198019802,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True
0.5,0.2448979591836735,0.5612903225806452,0.2666666666666666,0.6,0.4964539007092198,0.1666666666666666,0.5643564356435644,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.3061224489795919,0.6451612903225806,0.3555555555555555,0.2258064516129032,0.2127659574468084,0.1428571428571428,0.4554455445544554,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.1836734693877551,0.3935483870967742,0.1733333333333333,0.5161290322580645,0.2411347517730496,0.1714285714285714,0.3465346534653465,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.625,0.3183673469387755,0.6580645161290323,0.52,0.3806451612903225,0.4539007092198581,0.2619047619047619,0.7029702970297029,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.875,0.0816326530612245,0.2258064516129032,0.1999999999999999,0.1612903225806451,0.2127659574468084,0.1428571428571428,0.1287128712871286,0.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.875,0.1428571428571428,0.2258064516129032,0.1555555555555555,0.1870967741935484,0.2836879432624113,0.1952380952380952,0.1881188118811881,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,1.0,0.0,0.0,False
0.625,0.1428571428571428,0.4838709677419355,0.4222222222222222,0.1483870967741935,0.1773049645390071,0.0809523809523809,0.297029702970297,1.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.125,0.2448979591836735,0.3225806451612903,0.2222222222222222,0.2580645161290322,0.4964539007092198,0.1904761904761905,0.3762376237623762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
1.0,0.2448979591836735,0.5806451612903226,0.2666666666666666,0.7483870967741936,0.5319148936170213,0.2142857142857143,0.6455445544554455,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False
0.875,0.1265306122448979,0.3741935483870967,0.1555555555555555,0.3935483870967742,0.2127659574468084,0.0476190476190476,0.2079207920792079,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.2775510204081633,0.6580645161290323,0.3111111111111111,0.4193548387096774,0.6382978723404256,0.380952380952381,0.7029702970297029,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.1020408163265306,0.4516129032258065,0.1111111111111111,0.3870967741935484,0.1418439716312056,0.0476190476190476,0.1782178217821782,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.653061224489796,0.6967741935483871,0.2666666666666666,0.4387096774193548,0.2482269503546099,0.1666666666666666,0.6851485148514851,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.2244897959183673,0.3870967741935484,0.2666666666666666,0.5483870967741936,0.2836879432624113,0.1428571428571428,0.4158415841584158,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.1836734693877551,0.4516129032258065,0.3777777777777778,0.3870967741935484,0.3900709219858156,0.2380952380952381,0.4851485148514851,1.0,0.4444444444444445,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
0.0,0.0816326530612245,0.3290322580645161,0.1333333333333333,0.432258064516129,0.1063829787234042,0.0714285714285714,0.1544554455445544,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.2448979591836735,0.3548387096774194,0.2888888888888889,0.5161290322580645,0.5460992907801419,0.2761904761904762,0.5445544554455446,0.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.25,0.163265306122449,0.3548387096774194,0.1777777777777777,0.3870967741935484,0.6382978723404256,0.2857142857142857,0.4455445544554455,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.2244897959183673,0.5483870967741936,0.4888888888888889,0.3419354838709677,0.2482269503546099,0.4523809523809524,0.6198019801980197,1.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.2612244897959184,0.6129032258064516,0.2977777777777778,0.2645161290322581,0.5673758865248227,0.2476190476190476,0.5524752475247525,0.0,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.1836734693877551,0.4516129032258065,0.3555555555555555,0.064516129032258,0.1063829787234042,0.0238095238095238,0.2079207920792079,0.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.125,0.2653061224489796,0.2129032258064516,0.1466666666666666,0.4,0.3262411347517731,0.1714285714285714,0.3069306930693069,1.0,0.2222222222222222,0.5,0.0,0.0,0.0,0.0,0.0,1.0,False
0.25,0.163265306122449,0.4516129032258065,0.3111111111111111,0.2903225806451612,0.3900709219858156,0.2142857142857143,0.4059405940594059,1.0,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
0.25,0.2040816326530612,0.4193548387096774,0.4444444444444445,0.4516129032258065,0.425531914893617,0.4761904761904763,0.6435643564356435,1.0,0.5555555555555556,0.5,0.0,0.0,1.0,0.0,0.0,0.0,False
0.75,0.4040816326530613,0.3096774193548387,0.1866666666666666,0.6322580645161291,0.8297872340425532,0.5285714285714286,0.7821782178217822,1.0,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
0.125,0.1836734693877551,0.2258064516129032,0.1555555555555555,0.1935483870967742,0.3900709219858156,0.119047619047619,0.2079207920792079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
0.0,0.2040816326530612,0.2258064516129032,0.3333333333333333,0.2258064516129032,0.3546099290780142,0.119047619047619,0.297029702970297,1.0,0.6666666666666665,0.5,0.0,0.0,1.0,0.0,0.0,0.0,False
1.0,0.2857142857142857,0.4838709677419355,0.4666666666666667,0.2258064516129032,0.6028368794326241,0.2857142857142857,0.6138613861386137,1.0,0.6666666666666665,0.5,0.0,1.0,0.0,0.0,0.0,0.0,False
0.75,0.1469387755102041,0.3870967741935484,0.2666666666666666,0.1870967741935484,0.3191489361702128,0.0714285714285714,0.2475247524752474,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.2040816326530612,0.4774193548387097,0.3866666666666667,0.1935483870967742,0.2978723404255319,0.3142857142857143,0.4534653465346535,0.0,0.2222222222222222,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.363265306122449,0.503225806451613,0.3822222222222222,0.6709677419354839,0.8156028368794326,0.3,0.8217821782178216,1.0,0.4444444444444445,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False
0.0,0.1428571428571428,0.2903225806451612,0.2222222222222222,0.1612903225806451,0.4609929078014184,0.2142857142857143,0.2871287128712871,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.25,0.3469387755102041,0.1161290322580645,0.1911111111111111,0.1161290322580645,0.0921985815602836,0.1333333333333333,0.1683168316831683,0.0,0.2222222222222222,0.5,0.0,0.0,1.0,0.0,0.0,0.0,False
0.625,0.2530612244897959,0.5806451612903226,0.2755555555555555,0.7548387096774194,0.6595744680851063,0.2428571428571428,0.7029702970297029,1.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.25,0.3673469387755102,0.935483870967742,0.6,0.5483870967741936,0.6382978723404256,0.3333333333333333,0.9801980198019802,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.0816326530612245,0.2580645161290322,0.5777777777777777,0.1612903225806451,0.2482269503546099,0.3333333333333333,0.396039603960396,0.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.625,0.3061224489795919,0.6774193548387097,0.3155555555555556,0.3290322580645161,0.3900709219858156,0.2952380952380953,0.5920792079207922,1.0,0.6666666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.3795918367346939,0.567741935483871,0.2755555555555555,0.5096774193548388,0.4326241134751772,0.1952380952380952,0.6019801980198021,1.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.625,0.2530612244897959,0.6451612903225806,0.4888888888888889,0.4064516129032258,0.3120567375886525,0.3142857142857143,0.6435643564356435,1.0,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.4081632653061225,0.3870967741935484,0.4444444444444445,0.4838709677419355,0.3191489361702128,0.3571428571428572,0.6633663366336633,1.0,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.1836734693877551,0.3548387096774194,0.5555555555555555,0.0,0.1418439716312056,0.5238095238095238,0.4653465346534653,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.2653061224489796,0.4516129032258065,0.4,0.6967741935483871,0.4609929078014184,0.3571428571428572,0.699009900990099,0.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.2816326530612245,0.5161290322580645,0.2444444444444444,0.4258064516129032,0.3191489361702128,0.1904761904761905,0.4653465346534653,1.0,0.2222222222222222,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.125,0.3061224489795919,0.6451612903225806,0.4222222222222222,0.4709677419354838,0.4893617021276596,0.3,0.7029702970297029,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.25,0.163265306122449,0.1935483870967742,0.2222222222222222,0.064516129032258,0.1063829787234042,0.0238095238095238,0.0594059405940594,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.1020408163265306,0.4193548387096774,0.2222222222222222,0.1290322580645161,0.2482269503546099,0.1666666666666666,0.2178217821782178,1.0,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.3673469387755102,0.6129032258064516,0.5333333333333333,0.2903225806451612,0.7092198581560284,0.1428571428571428,0.7128712871287128,0.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.875,0.2040816326530612,0.2903225806451612,0.3777777777777778,0.3548387096774194,0.4964539007092198,0.4761904761904763,0.5643564356435644,0.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.3469387755102041,0.3548387096774194,0.2444444444444444,0.6451612903225806,0.6453900709219859,0.1904761904761905,0.6059405940594058,0.0,0.2222222222222222,0.5,0.0,0.0,1.0,0.0,0.0,0.0,False
0.0,0.326530612244898,0.5612903225806452,0.3644444444444444,0.4580645161290322,0.4609929078014184,0.3095238095238096,0.6534653465346534,1.0,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.5,0.163265306122449,0.2709677419354839,0.1999999999999999,0.3870967741935484,0.3333333333333333,0.1428571428571428,0.2851485148514851,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,1.0,False
0.25,0.2040816326530612,0.3548387096774194,0.1555555555555555,0.1935483870967742,0.3900709219858156,0.119047619047619,0.2574257425742574,1.0,0.4444444444444445,0.5,0.0,0.0,0.0,0.0,1.0,0.0,False
0.0,0.2857142857142857,0.7419354838709677,0.5555555555555555,0.2580645161290322,0.3191489361702128,0.2142857142857143,0.6336633663366336,1.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.326530612244898,0.8064516129032259,0.3333333333333333,0.3225806451612903,0.3900709219858156,0.3095238095238096,0.6534653465346534,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.2448979591836735,0.4193548387096774,0.4888888888888889,0.3548387096774194,0.851063829787234,0.3333333333333333,0.7128712871287128,1.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
0.25,0.2040816326530612,0.2903225806451612,0.1999999999999999,0.2903225806451612,0.3546099290780142,0.2380952380952381,0.3267326732673267,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.125,0.2571428571428572,0.5806451612903226,0.2533333333333333,0.5161290322580645,0.5319148936170213,0.2142857142857143,0.5742574257425743,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.375,0.2040816326530612,0.2580645161290322,0.2888888888888889,0.5806451612903226,0.2482269503546099,0.3333333333333333,0.4554455445544554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
0.25,0.2244897959183673,0.5806451612903226,0.4222222222222222,0.2903225806451612,0.3546099290780142,0.1428571428571428,0.4851485148514851,0.0,0.2222222222222222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
1.0,0.3183673469387755,0.5548387096774193,0.3422222222222222,0.6064516129032258,0.425531914893617,0.5000000000000001,0.7524752475247525,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True
0.25,0.5469387755102041,0.7419354838709677,0.2444444444444444,0.2903225806451612,0.2127659574468084,0.1904761904761905,0.5920792079207922,0.0,0.2222222222222222,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
0.75,0.1755102040816326,0.7870967741935484,0.2133333333333333,0.6580645161290323,1.0,0.280952380952381,0.7821782178217822,1.0,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
